video id,initial time,final time,question,answer
56sQMnSUWaI,0,95.59,a [blank] woman does a routine on the balance beam .,black
vZVnMzH4pkc,0,13.67,a man throws a [blank] into a cup .,ball
vZVnMzH4pkc,25.94,35.4,another man throws a [blank] into a cup .,ball
vZVnMzH4pkc,57.83,64.84,the two men pick up a [blank] and drink it .,cup
vZVnMzH4pkc,57.83,64.84,the [blank] men pick up a cup and drink it .,two
yacDrjVTUak,202.54,217.76,the man pushes his [blank] up and replaces the wires and sands the same area again .,helmet
yacDrjVTUak,217.76,234.15,he places his [blank] down and shows the [blank] he finished .,weld
4YGuIycW_IA,56.2,100.36,he sprays the [blank] screen on his arm and rubs it in .,sun
pZsHrSHAOqs,0,3.55,a man wearing a blue [blank] throws a bowling [blank] down a bowling alley .,ball
pZsHrSHAOqs,0,3.55,a man wearing a [blank] shirt throws a bowling ball down a bowling alley .,blue
pZsHrSHAOqs,3.55,6.67,the [blank] strikes both pins and bounces into the adjoining alley striking the pin down there too .,ball
pZsHrSHAOqs,6.73,10.54,a seated man in a [blank] shirt shakes his head .,red
pZsHrSHAOqs,10.6,12.47,the man in the [blank] shirt walks back .,blue
sOL5ksIFX50,8.61,47.9,[blank] ar shown as they take different shot and sweep down the ice .,curlers
qlP8qKtGE7U,0,16.24,a little baby boy is sitting in his high [blank] dipping a fork into a glass of chocolate milk being held by an adult .,chair
qlP8qKtGE7U,16.24,33.34,the adult takes several turn dipping the fork in the [blank] and licking it .,cup
aVHmi3Kjr_Q,0,20.8,a christmas [blank] is shown followed by several people moving in fast motion hanging up a set of lights .,tree
kI6maggAugg,3,103.8,the man then stands up and holds the [blank] to his chest .,barbell
e1bHYT-G__8,1.69,7.59,all are wearing yellow [blank] .,shirts
e1bHYT-G__8,1.69,7.59,there are [blank] men posing in a bowling alley .,four
e1bHYT-G__8,1.69,7.59,"there are four men posing in a bowling alley , all are wearing [blank] shirts and their team name text say 's `` nerdist '' .",yellow
e1bHYT-G__8,1.69,7.59,"are four men posing in a bowling [blank] , all are wearing yellow shirts and their team name text say 's `` nerdist '' .",alley
e1bHYT-G__8,139.96,146.7,large [blank] words on the screen appear and it say 's `` team nerdist wins ! '' and the entire team gets up and celebrates .,yellow
q-mpNUe0JNo,24.66,29.46,a man jumps a fire [blank] .,hydrant
U6Xnw2RGjsI,0,14.08,a young man [blank] up and down kneeling on both legs .,pumps
ojVY8I3GPa4,0,31.54,"a [blank] is in a ring , looking at the bullfighters on the outside .",bull
eQ9cmxPKvT8,0,13.51,a man in a [blank] sweat shirt is standing at a bus stop .,gray
r7E7cVoJ0JE,0,4.21,a man in [blank] pants is standing on a roof and nailing a long shingle onto the roof .,black
r7E7cVoJ0JE,4.21,19.1,a man in [blank] shorts appears on the right and is also nailing long shingles on the roof .,blue
r7E7cVoJ0JE,34.26,56.17,the zoom goes in on the an wearing long [blank] pants and he 's nailing shingles onto the outside perimeter of the roof .,black
9bFevj6bomQ,0,10.77,a news anchor in [blank] coat is talking in front of the camera .,white
9bFevj6bomQ,10.77,28.82,the player kicked the [blank] and hit the goal .,ball
9bFevj6bomQ,43.37,55.59,team in [blank] uniforms stayed at the court and cheered .,white
SH0t2-GgwiQ,58.19,85.5,"then , the woman lifts the [blank] legs straight .",two
JY-H1u1hJZw,0,11.47,the little boy sits in the [blank] kayak holding paddles .,blue
nJMS8jN3uU4,7.96,24.41,there are [blank] kids of varying ages playing kick ball in their backyard .,four
nJMS8jN3uU4,24.41,40.08,the girl in pink kicks the [blank] to her brother in the orange shirt while the little kids run around and play .,ball
nJMS8jN3uU4,24.41,40.08,the girl in pink kicks the ball to her brother in the [blank] shirt while the little kids run around and play .,orange
lmYmYYXs1mo,183.75,193.42,he cleans the [blank] and puts it away .,tool
YnFDzvuDJSQ,88.84,148.06,she grabs some red [blank] and begins to tie into a bow .,ribbon
YnFDzvuDJSQ,88.84,148.06,she grabs some [blank] ribbon and begins to tie into a bow .,red
MIAhrxkYadk,3.11,12.45,hair styling [blank] are shown in closeup .,tools
MIAhrxkYadk,3.11,12.45,hair styling tools are shown in [blank] .,closeup
Epl3pExUuNs,131.26,136.02,a boy in a [blank] shirt walks out with a boy in a blue shirt .,white
Epl3pExUuNs,131.26,136.02,a boy in a white shirt walks out with a boy in a [blank] shirt .,blue
u0PEB9bXWpY,24.3,87.13,the lady puts drops of [blank] paint on her finger nails .,white
u0PEB9bXWpY,86.29,111.42,the lady uses a [blank] and drags it through the white paint .,toothpick
u0PEB9bXWpY,86.29,111.42,the lady uses a toothpick and drags it through the [blank] paint .,white
LAU_pVRs9RQ,0,8.28,[blank] men are sitting at the table with their arms on the table .,two
LAU_pVRs9RQ,5.3,11.77,a in [blank] shirt is standing at the center holding both hands of the player .,blue
Djlmto9iibw,0,15.51,a [blank] is swimming in a small pool .,dog
Djlmto9iibw,0,15.51,a dog is swimming in a small [blank] .,pool
Djlmto9iibw,46.97,70.9,a person is spraying the [blank] with a hose .,dog
Djlmto9iibw,71.35,88.63,the [blank] is then put in a metal pen .,dog
Djlmto9iibw,71.35,88.63,the dog is then put in a metal [blank] .,pen
sWEbq5Ry63Q,118.27,158.08,he pushes a [blank] into the tire and adjusts the wires using a device .,tube
sWEbq5Ry63Q,163.94,234.2,he tests the [blank] out thoroughly and assures the bike is ready to go .,wheel
HKkzII7ap7E,38.73,86.88,she picks up a [blank] and starts playing .,flute
HKkzII7ap7E,87.92,123.51,she puts the [blank] down on her lap and continues talking .,flue
HKkzII7ap7E,124.56,163.29,she puts the [blank] back up to her mouth and continues to play .,flute
HKkzII7ap7E,163.29,174.8,she puts the [blank] back down and nods her head .,flute
HKkzII7ap7E,174.8,209.34,she puts the [blank] back up to her lips and plays .,flute
8UvKQnfXnCk,2.34,5.07,another [blank] is seen in the water behind them .,boat
8UvKQnfXnCk,22.63,78.02,they are going around [blank] cones in the water .,yellow
M0cKfbLMlSA,0,4.2,[blank] pairs of men are getting ready to box .,two
bCtiTOEf9KI,4.15,8.65,a woman dressed in a [blank] tank top and black tights is doing stomach crunches on a mat .,black
bCtiTOEf9KI,4.15,8.65,a woman dressed in a black tank top and [blank] tights is doing stomach crunches on a mat .,black
bW4AfWvteIo,24.22,55.84,[blank] people are seen playing with one another while the camera shows the table in several spots and the boys high fiving one another .,two
NNuIaUFYGCE,18.49,52.08,more [blank] are shown of people plastering with various text images shown inside .,pictures
YCHmXwLhs3A,54.51,69.47,he is putting training [blank] on the back wheel of the bike .,wheels
kYrztBFfaZ8,0,1.69,a man swings a baseball [blank] .,bat
kYrztBFfaZ8,3.21,8.27,he hits a [blank] .,ball
kYrztBFfaZ8,18.74,20.93,a man is running and throwing a [blank] .,ball
XZ1IuZjsk8A,59.27,62.72,she holds up the [blank] while talking .,drink
p8uTRV3u3JM,0,79.88,"[blank] groups of men wearing uniforms , one with dark shirts and one with white shirts , are playing on an indoor volleyball court .",two
p8uTRV3u3JM,0,79.88,"two groups of men wearing uniforms , one with dark shirts and one with [blank] shirts , are playing on an indoor volleyball court .",white
QuU6I9w1btI,0,11.61,[blank] vacuums one taller and one is shorter is show .,two
QuU6I9w1btI,68.84,82.53,"a woman is walking at the factory , then a person is drawing the vacuum in a [blank] sheet .",white
Cdiv-IzHcjQ,0,135.2,a person irons a [blank] paper .,brown
Cdiv-IzHcjQ,150.39,151.91,the person leaves the iron on a new [blank] paper .,brown
m7cHlmcFk9Y,0,29.06,a [blank] is in a woman 's lap in the bathroom .,cat
D9EQ6jCH0_M,35.78,45.25,a woman is scrubbing a white [blank] with a yellow sponge .,chair
D9EQ6jCH0_M,35.78,45.25,a woman is scrubbing a [blank] chair with a yellow sponge .,white
D9EQ6jCH0_M,35.78,45.25,a woman is scrubbing a white chair with a [blank] sponge .,yellow
D9EQ6jCH0_M,46.31,69.46,she is now pouring something onto a rag and washing a [blank] table .,white
D9EQ6jCH0_M,186.27,195.75,the finished [blank] is shown .,furniture
Fdjw9ld-hbA,0,0.97,a man dressed in a [blank] uniform is fighting against a male dressed in an all red uniform .,blue
Fdjw9ld-hbA,2.95,6.08,pounds the [blank] counting down the end of the match .,mat
ZREM_AcXHX8,0,64.87,a new [blank] leads into clips of a woman speaking to the camera and holding up a bow and arrow .,segment
ZREM_AcXHX8,68.29,168.44,the girl shoots the [blank] while still speaking to the camera and bending the bow .,bow
XGj9lakgSic,0,17.36,a girl dances as she sits in a [blank] .,booth
XGj9lakgSic,20.57,120.21,the girl mixes [blank] together in a pot .,ingredients
XGj9lakgSic,20.57,120.21,the girl mixes ingredients together in a [blank] .,pot
XGj9lakgSic,36.64,112.5,the girl adds dried [blank] to the pot .,ingredients
iXLXRHHFp60,8.62,161.25,there 's a brown [blank] tied outside a polo club .,horse
iXLXRHHFp60,8.62,161.25,there 's a [blank] horse tied outside a polo club .,brown
iXLXRHHFp60,167.28,169.01,there 's a british [blank] flying high in the field .,flag
aXXes0e-eM0,0,46.93,[blank] kids are in a litle car watching a little kid holding a pole hitting a lightning mcqueen pinata .,two
tDG8VoRQTuM,27.87,53.13,there are [blank] people talking about stilts used by stunt men .,two
tDG8VoRQTuM,104.52,128.91,"henry , the guy dressed in the [blank] shirt is showing how high he can jump with the stilts and perform stunts .",white
0rX2f0H3AaA,6.25,42.51,a blue [blank] is shown .,mat
0rX2f0H3AaA,6.25,42.51,then a [blank] mat is shown and an individual begins sweeping and laying the blue mat against the mat .,blue
0rX2f0H3AaA,6.25,42.51,then a blue mat is shown and an individual begins sweeping and laying the [blank] mat against the mat .,blue
0rX2f0H3AaA,42.1,83.36,the man takes out a measuring tape and cuts off a piece of the [blank] mat and continues covering the floor .,blue
drjYCuezfA8,11.47,54.46,"she then take a pan in the sink , put water , put liquid [blank] in a sponge , rub it on the plates .",soap
drjYCuezfA8,45.39,95.55,"she wiped the [blank] with her hand , then placed a green [blank] , rinse the plates , lid , container , pan , and put them in the basket .",basket
drjYCuezfA8,45.39,95.55,"she wiped the counter with her hand , then placed a [blank] basket , rinse the plates , lid , container , pan , and put them in the basket .",green
drjYCuezfA8,45.39,95.55,"she wiped the counter with her hand , then placed a green basket , rinse the plates , lid , container , pan , and put them in the [blank] .",basket
Aqx7rM9gZgg,0,102.35,a woman in a [blank] shirt stands next to a brown horse .,blue
Aqx7rM9gZgg,0,102.35,a woman in a blue shirt stands next to a [blank] horse .,brown
SXRSA62VbZg,25.7,42.5,a tattoo salon has displayed a metallic [blank] motor cycle .,blue
SXRSA62VbZg,69.19,82.04,a customer walks in and gives a child 's [blank] to the tattoo artist .,picture
qAMf2UUH1xI,75.97,99.12,[blank] men wave and we see sealife including a dolphin swimming next to the boat .,two
Fde_qSwXRzY,0,52.26,[blank] boy scouts are seen standing and speaking to a large group of people and attempting to light a match .,two
oZgyW8Yca_M,40.26,72.27,the woman combines sand and water in a [blank] .,bucket
tLxv2E7gj5c,0,17.66,[blank] people are seen running inside an indoor closed room and hitting a tennis ball around with rackets .,two
rmMCA60HqZ0,0,112.46,a fat women and a thin woman talk face to face in a beauty [blank] .,salon
jEGTpBJrD4s,65.84,133.55,the man who is sitting next to the man playing the drums is not only playing the [blank] .,guitar
8eMjzrhxv2U,7.26,53.85,he moves a [blank] and pulls a fishing line out of a hole .,stick
8eMjzrhxv2U,63.4,72.18,he picks the [blank] up and shows us the fish .,fish
8eMjzrhxv2U,72.18,76.38,the man then throws the [blank] back into the hole .,fish
tzsgg_o6xHo,0,33.39,a woman in man in [blank] clothing stand in together and discuss a routine .,black
8ATFQNEWHL0,9.21,59.42,she breaks up the [blank] into smaller parts .,lettuce
XThYcZoFMMs,0,57.77,all the [blank] you need to make butter cake are on the counter .,ingredients
lfuNoeRYWz4,8.4,30.97,a woman is shown soaping her hands while water is running in a [blank] .,sink
QLbWA54l1Sg,0,11.78,the [blank] people hold out hands to begin an arm wrestling match .,two
QLbWA54l1Sg,77.27,90.46,the [blank] athletes flex their arms .,two
j1oB2NAlYsQ,25.29,55.63,there is a diver wearing [blank] swim trunks is diving from a diving board in an indoor swimming pool .,yellow
j1oB2NAlYsQ,55.63,94.07,he jumps off of the diving board several times as some other people are leisurely swimming in the [blank] .,pool
2Vf8yqNHaGM,0.87,27.41,a little boy in a yellow shirt is holding a yellow ruffled [blank] .,stick
2Vf8yqNHaGM,0.87,27.41,a little boy in a [blank] shirt is holding a yellow ruffled stick .,yellow
2Vf8yqNHaGM,0.87,27.41,a little boy in a yellow shirt is holding a [blank] ruffled stick .,yellow
TPu-vPWJtIA,35.6,79.35,women synchronize dance in the [blank] .,pool
TPu-vPWJtIA,75.79,84.43,man in [blank] talks to the camera .,yellow
TPu-vPWJtIA,72.23,101.22,man in pink [blank] jumps out of the pool .,leotard
Ou24uqaFRPg,0,50.48,a [blank] renovation company advertises their services by showing several homes and tools they have worked on and use and what type of work they do .,furniture
Ou24uqaFRPg,9.84,12.87,a man in an [blank] carefully puts a colored substance on a plate .,apron
Ou24uqaFRPg,17.67,25.49,the man carefully touches the [blank] brush to an old table coloring portions of the table that have been damaged .,paint
LG7p5JrgMfE,10.49,37.11,a man dressed in a black suit and woman dressed in a [blank] dress are dancing together to latino music .,black
TtrDWeSW3mg,12.25,47.99,"how to expo is demonstrating how to make a [blank] bean salad with black beans , garbanzo beans and kidney beans .",three
TtrDWeSW3mg,12.25,47.99,"how to expo is demonstrating how to make a three bean salad with [blank] beans , garbanzo beans and kidney beans .",black
TtrDWeSW3mg,47.99,87.81,"the presenter shows minced garlic , chopped onions and chopped [blank] bell pepper , along with chopped parsley and one teaspoon of cumin .",red
TtrDWeSW3mg,87.81,107.22,"she also shows the dressing ingredients like olive oil , [blank] wine vinegar and salt .",red
TtrDWeSW3mg,188.9,201.16,she pours the [blank] into a plate .,salad
KJQi_5e72lM,45.69,121.84,after lining up the ski and securing it on the bench he uses a plastic [blank] and goes over the bottom of the ski three times .,card
H5kerJ_FoBU,7.51,60.05,a man in a [blank] shirt is showing applying plaster to a room .,white
aIvWwX--xKw,12.96,35.95,she moves the [blank] into a new bowl .,salad
aIvWwX--xKw,43.9,61.46,she takes the lettuce and puts it in a wooden [blank] .,bowl
saMBbZcDAjM,0.11,11.26,[blank] people are seen hitting a ping pong table back and fourth in the middle of an outdoor park .,two
saMBbZcDAjM,9.05,21.97,they drop the [blank] and pick it up and then continue playing again .,ball
u2hzK9YyIXY,0,34.83,a person 's [blank] is seen sitting in a sink .,shoe
u2hzK9YyIXY,0,34.83,a person 's shoe is seen sitting in a [blank] and the person scrubs the outside of the shoe with water running .,sink
GdEKSyad_rk,56,72.26,he also turns and lifts [blank] foot in the air .,one
Lfj9JC7uWmE,0,53.91,men are standing in [blank] watching the men playing and taking pictures .,sidewalk
Lfj9JC7uWmE,64.44,81.06,a lot of camcorders are taking [blank] .,pictures
k4WHaby5jd8,0,13.97,he brings out a [blank] and takes a bike out of it .,suitcase
k4WHaby5jd8,33.26,62.53,he screws in some pieces and put the hand [blank] on using a a pocket knife .,bars
k4WHaby5jd8,62.53,133.05,he inflates the [blank] with air and finishes putting the rest together .,tires
8ZyBER6U9Wc,0,14.55,three girls that are matching clothes are jumping [blank] at a competition .,rope
8ZyBER6U9Wc,0,14.55,[blank] girls that are matching clothes are jumping rope at a competition .,three
RrgUFU70PNQ,11.34,82.36,"[blank] crouch in front of each other before springing onto the mat , fighting and kicking .",two
Q6SooTA1os4,0,4.5,a [blank] runs around a house from room to room .,dog
Q6SooTA1os4,4.66,7.55,[blank] men take the dog into the bathroom and get him in the bath tub .,two
Q6SooTA1os4,4.66,7.55,two men take the dog into the bathroom and get him in the bath [blank] .,tub
Q6SooTA1os4,4.66,22.17,one of the men washes the [blank] .,dog
Q6SooTA1os4,22.82,24.58,the [blank] hops out of the tub .,dog
Q6SooTA1os4,25.39,32.14,[blank] man holds the dogs mouth open while the other man brushes the dogs teeth .,one
Jvxk68D3F2w,34.86,141.26,several [blank] are seen of people running around the course and shooting paintball at one another .,clips
WMxQ5hc4s78,1.85,12.93,a man enters wearing a [blank] hoodie .,black
WMxQ5hc4s78,13.86,32.33,he opens a [blank] and pulls out something .,jar
PT18KK_6jmU,9.78,78.27,"it includes [blank] from underwater with a snorkeler , many different sea life swimming and even an elephant swimming .",footage
wZ-teiWX4mg,0,115.5,man is standing in an ice [blank] practicing hockey .,rink
wZ-teiWX4mg,7.51,30.61,man is putting hockey [blank] .,uniform
fkmYC91-biI,0,8.8,[blank] little kids are sitting indian style on the carpet inside the house .,two
TFkI_wKMypE,0,4.76,[blank] girls are seen speaking to the camera with one giving a thumbs up .,two
VeU_EBE-YPE,32.49,72.92,are several seagull brand acoustic guitars are shown displayed in a [blank] .,store
VeU_EBE-YPE,72.92,119.13,"a man dressed in black , seated on a stool is playing the acoustic [blank] in the store where the guitars are displayed .",guitar
VeU_EBE-YPE,72.92,119.13,"a man dressed in [blank] , seated on a stool is playing the acoustic guitar in the store where the guitars are displayed .",black
oeSyeZqlC1g,11.4,26.07,an adult and several teen in canoes holds [blank] .,paddles
oeSyeZqlC1g,53.76,80.64,the teens follow the instructions of the man and row the [blank] .,oars
GwmpYLRpJQw,0,125.56,people is doing [blank] going down the hill holding poles .,snowboard
GwmpYLRpJQw,140.22,170.47,[blank] are in sky .,fireworks
GwmpYLRpJQw,140.22,170.47,people doing snowboarding are going down the mountain with [blank] lighes and fireworks are in sky .,red
DOfpOkDHe_8,12.31,100.75,"the girl then firmly drops her hands to her side , brings her feet together and does a [blank] and continues to do a routine of various karate moves .",bow
DxtISmKol2I,0,37.24,[blank] people are seen kneeling down before a board and pushing down objects .,two
DxtISmKol2I,37.24,97.6,other people watch on the side as the [blank] robots begin to attack one another .,two
DxtISmKol2I,71.91,127.13,the men put the [blank] back to battle several more .,robots
VsFHNZHhNwI,17.71,23.62,the lady leans over the dog and washes his front [blank] on the left .,paw
uG2sRzp5Bk4,34.57,61.46,there are [blank] people shown playing in a casino .,two
uG2sRzp5Bk4,34.57,61.46,are two people shown playing in a [blank] .,casino
uG2sRzp5Bk4,61.46,94.11,a representative from blackjack is showing a [blank] gambling game .,casino
7c5vvEn3uLk,0,5.09,a cowboy is riding on a horse in a large arena and is swinging his [blank] .,rope
xNiYjTyCTtg,0,13.09,[blank] girls are standing in a shop and hug each other .,two
xNiYjTyCTtg,0,13.09,two girls are standing in a [blank] and hug each other .,shop
xNiYjTyCTtg,13.09,14.14,the [blank] girls acknowledge the girl holding the camera .,two
xNiYjTyCTtg,32.46,67.55,"the woman working in the [blank] straightens the girls head and marks her ear and pierces her right ear , as the girl makes faces .",shop
xNiYjTyCTtg,91.63,104.72,the girl shows her ear as she sits in the [blank] and tries not to cry as the camera zooms in on her ear .,chair
HrWr7FmBYn4,41.92,98.43,she puts [blank] into her hair and begins curling .,clips
4S5ethZhgqs,0,8.26,a [blank] jumps out drinking from a coffee cup .,reindeer
4S5ethZhgqs,0,8.26,a big [blank] garbage can is pushed up against a brick wall and a reindeer jumps out drinking from a coffee cup .,green
4S5ethZhgqs,7.07,17.03,the [blank] continues to drink out of the coffee cup and eventually falls out of over the garbage can .,reindeer
DJ5tenTs0A0,0,24.62,a child ski on the snow holding two [blank] and wearing [blank] .,skies
DJ5tenTs0A0,0,24.62,a child ski on the snow holding [blank] poles and wearing skies .,two
2Mw-3jScc0M,44.11,205.85,a [blank] is prepared .,boat
yJ5zO0T9jgk,140.79,152.21,a man in a [blank] sweater is talking to the camera .,blue
m0_F34CgAco,6.73,29.39,he place a silicone [blank] in the oven and put the [blank] in the oven .,cake
m0_F34CgAco,6.73,29.39,"the baker pour the batter in the [blank] molder , then he place a silicone tray in the oven and put the cake in the oven .",purple
m0_F34CgAco,6.73,29.39,"the baker pour the batter in the purple molder , then he place a silicone tray in the [blank] and put the cake in the oven .",oven
m0_F34CgAco,20.81,33.06,the baker turn over the cake in the [blank] and put icing and fruits on top .,plate
m0_F34CgAco,24.49,57.55,"the baker put safety [blank] on the molder , put jelly in it .",ling
m0_F34CgAco,24.49,57.55,he put the [blank] off the molder .,jelly
Lh-cI4M0dNw,12.25,51.06,the man then ties up the [blank] and climbs up on the horse and others step into the ring .,calf
2_tzemKY72E,0,9.88,a female gymnast is shown in a [blank] .,photograph
Hg1tl2hFWGc,6.65,23.65,she is using a [blank] brush to apply the paints to her face .,paint
U2-GFZxIufw,0,9.88,a [blank] goes on to a lake with a rope behind it .,boat
U2-GFZxIufw,8.89,19.1,a boy grabs the [blank] and goes in the water after the boat .,rope
U2-GFZxIufw,14.82,40.18,the [blank] begins to speed up .,boat
3MqnXsnEAkM,44.15,54.22,a man in a [blank] shirt is sitting down .,red
7ftCKS5SCCk,125.37,184.37,little girl is in library and grab something and then starts dancing in the [blank] .,room
p8_hwwgyoZE,14.32,114.59,they quickly play [blank] before a crowd .,drums
vgO3mzJGbSI,57.92,121.93,she continues talking to the camera and eventually shows [blank] of her getting her nose pierced .,footage
vgO3mzJGbSI,158.51,203.22,finally she shows a book as well as a [blank] with white powder .,bag
vgO3mzJGbSI,158.51,203.22,finally she shows a book as well as a bag with [blank] powder and herself in a pony tail .,white
hXGE1GGTHzM,0,40.72,this man is trying to shoot the [blank] ball on the pool table backwards .,white
Bdpqtvdx2T8,0,107.39,we see a little girl painting a [blank] red .,fence
Bdpqtvdx2T8,23.09,27.39,the girl puts more [blank] on her brush .,paint
qfCqVXhNPE8,0,218.38,a woman with [blank] hair is explaining something .,black
0IxId05Eo6k,8.94,13.2,there are [blank] sets of people along a rope .,two
cqHWqXRkUfU,23.59,60.19,[blank] people then get in the tubes and are pushed down the slopes .,two
6I1aP4O04R8,109.49,220.16,the camera continues to capture the man blowing the leaves and uses several camera [blank] on the frames .,effects
iTc3UCWgUF0,31.85,83.81,the [blank] stands by the man and jumps up and down on his lap while he continues to put his shoes on .,fox
_rs8dhCdI1w,12.62,72.29,a person puts [blank] on a leather sofa to form a square .,tape
_rs8dhCdI1w,73.44,100.98,"then , the person apply [blank] to a sponge and cleans inside the square .",foam
_rs8dhCdI1w,102.13,120.49,"after , the person clean with a cloth and peels the [blank] .",tape
_rs8dhCdI1w,120.49,213.44,"next , the person cleans all the [blank] putting foam on a cloth and rubbing the sofa .",sofa
9xtYwXpaiZ0,0,9.68,a [blank] polishing machine sits in a living room .,shoe
9xtYwXpaiZ0,0,9.68,a shoe polishing machine sits in a living [blank] .,room
9xtYwXpaiZ0,12.1,33.89,the man wearing blue [blank] begins bushing his black shoes .,jeans
9xtYwXpaiZ0,12.1,33.89,the man wearing [blank] jeans begins bushing his black shoes .,blue
9xtYwXpaiZ0,12.1,33.89,the man wearing blue jeans begins bushing his [blank] shoes .,black
9xtYwXpaiZ0,33.89,72.61,the man then begins brushing and polishing his [blank] shoes .,brown
9xtYwXpaiZ0,72.61,92.58,the man approaches the shoe polishing machine and brushes his [blank] sneakers .,gray
fJMVz_TBWU0,18.81,76.79,they give the [blank] back .,horns
NVWk38z7f4U,82.55,143.61,the woman sits in a [blank] as a tattoo artist makes a snowflake on her arm .,chair
c-TD6-GESQk,0,52.15,a man is standing in a [blank] .,gym
z93quI8Gxx4,0,14.56,the woman is riding a [blank] as she talks to the camera .,camel
z93quI8Gxx4,5.94,30.9,a man is guiding the [blank] and giving the [blank] food .,camel
rrNJt73BG_8,6.57,17.7,the person uses [blank] to rub vigorously the hands .,soap
q2-2jIQGfvg,0,1.91,the words `` speed cubing [blank] sec '' appear on a black screen .,53
SFDvkbDZTjA,11.5,13.66,a [blank] is scratching its [blank] on the carpet .,paws
SFDvkbDZTjA,46.74,73.34,a man holds the [blank] paw and starts clipping its nails .,cats
SFDvkbDZTjA,125.11,125.83,he holds the [blank] outside .,cat
TFdv2VQ8-Hg,8.51,45.63,"they board the [blank] before taking off , showing the runway and clouds in the sky .",airplane
TFdv2VQ8-Hg,50.27,91.25,"they are in an [blank] , then driving down the road .",airport
n7ED3zaQqws,40.12,54.34,more [blank] are shown of the person swimming along the water .,clips
FBtrv1Vg8hU,0,17.76,a young woman on a [blank] horse is shown riding through the field .,white
FBtrv1Vg8hU,17.35,39.15,the lady is then shown exercising on a [blank] mat doing several yoga stretches .,blue
clUgEizjVkM,8.92,20.97,[blank] member scores as the camera pans around them and a man watching .,one
G4XDVF_hYZc,19.72,32.6,"once solved , the boy slams his arms against a [blank] bar that stops the timer and the judge times him at 20 seconds .",black
nEv28s46Kvo,39.57,223.88,the [blank] men fence in between title screens .,two
nEv28s46Kvo,99.5,108.55,we see a man 's [blank] .,helmet
rX2tRvv2ZfU,0,217.64,there 's a woman dressed in a [blank] dress standing next to another lady in blue who is demonstrating a recipe .,brown
rX2tRvv2ZfU,84.88,94.67,there 's a [blank] plate with shredded meat on the kitchen counter .,white
rX2tRvv2ZfU,94.67,113.17,the chef then picks up the [blank] plate and gives it to the lady in brown .,meat
rX2tRvv2ZfU,94.67,113.17,the chef then picks up the meat plate and gives it to the lady in [blank] .,brown
rX2tRvv2ZfU,101.2,116.44,the presenter then empties the [blank] into a blue bowl .,meat
rX2tRvv2ZfU,101.2,116.44,the presenter then empties the meat into a [blank] bowl .,blue
rX2tRvv2ZfU,119.7,133.85,then they add some chopped [blank] to the blue bowl and mix it with a spoon .,cucumber
rX2tRvv2ZfU,119.7,133.85,then they add some chopped cucumber to the [blank] bowl and mix it with a spoon .,blue
rX2tRvv2ZfU,136.03,158.88,the chef shows the [blank] she has used in the salad .,cucumbers
rX2tRvv2ZfU,154.53,184.99,"then they add chopped cherry tomatoes , followed by sliced [blank] onions and some leafy greens .",white
uWnlmM2uOs4,11.85,26.29,one girl wearing a bikini and holding a coke [blank] in her hand is rubbing [blank] on another woman 's chest .,sunscreen
uWnlmM2uOs4,11.85,26.29,[blank] girl wearing a bikini and holding a coke can in her hand is rubbing sunscreen on another woman 's chest .,one
eXK0iVPl1j8,0,97.8,a crowd is gathered around a [blank] tiled area .,black
eXK0iVPl1j8,0,12.23,a man in [blank] does some breakdance moves .,black
eXK0iVPl1j8,16.63,77.75,"he then trades off with a man in [blank] , several breakdancers trade off displaying moves as the crowd looks on .",white
MewROhYmQP0,4.96,45.91,a player on a horse hits the [blank] .,ball
uzXbaoWOm5o,0,8.51,a white screen appears and happy faces are displayed and [blank] text words read `` happyface entertainment '' .,black
uzXbaoWOm5o,8.51,35.51,there are [blank] asian women standing face to face very close to one another and talking about a can while subtitles show up at the bottom .,two
li16LYa7us8,4.22,8.44,an outdoor of a two story older building is shown and the [blank] letters on the screen say bolshoi ballet academy .,white
u024Wa07GNs,0,16.72,a [blank] is sitting on a counter .,sandwich
u024Wa07GNs,0.98,16.72,a person puts [blank] on top of the sandwich .,cucumbers
en6lOb4wRUU,67.03,136.78,he puts [blank] on and continues taking puffs off the cigarette .,sunglasses
KCxa27MM7Cg,0,10.15,[blank] small children as seen sitting at a table laughing with one another .,two
KCxa27MM7Cg,12.22,28.2,[blank] girl is seen painting another 's nails while she looks off into the distance .,one
fCE3Eo7_Nmw,5.44,12.99,the person peels the [blank] .,potato
fCE3Eo7_Nmw,12.99,57.07,"after , the person cut the [blank] in squares .",potato
LnqAgjTpi0k,0,10.38,we see a pink [blank] scene .,opening
LnqAgjTpi0k,114.81,124.54,a lady photo shops her [blank] in with the mariachi band .,picture
E29kZvEtOUA,0,137.85,a child helps push a lawn [blank] with an adult to cut the grass .,mower
dtT0BzjTStw,22.68,32.91,"then , [blank] young men demonstrate the boys how to pass and shoot the ball in the basket .",two
dtT0BzjTStw,22.68,32.91,"then , two young men demonstrate the boys how to pass and shoot the ball in the [blank] .",basket
dtT0BzjTStw,32.91,58.27,"after , the young man helps the boys throw the ball in the [blank] , while by two run passing the ball to shoot in a basket .",basket
5c1jHhHUwPI,0,8.86,pitcher throw the [blank] to the batter playing criquet .,ball
5c1jHhHUwPI,8.86,42.17,a lo of people wearing [blank] unifroms are running in the field fighting .,black
