A young woman is seen standing in a room and leads into his/her/their/its/your/my [MASK] .	dancing
The bubble pops releasing the [MASK] .	smoke
The bubble [MASK] away with the smoke still enclosed and falls to the floor .	float
A camera pans all around a/an [MASK] pong table as well as people talking and speaking into a microphone .	beer
More people step up to play the [MASK] pong while a man raps into the mic and others react .	beer
Several shots are shown of people playing the [MASK] and cheering with one another .	game
A group of men standing beside each other are all bent forward chugging [MASK] through very long straws .	beer
There are people in [MASK] of them watching them and pointing at them as they chug .	front
They made it a/an [MASK] they are racing to see who can finish first .	game
They all stop around the same time and the people watching [MASK] to be very rowdy .	continue
a white [MASK] and a backyard full of snow appears a person is cleaning the fron entrance of the house .	house
a car covered in snow appears and the person is cleaning the [MASK] from the car and its open the road in front of the car .	snow
a red [MASK] appears covered in snow and a person is cleaning the snow .	car
a black [MASK] is covered in snow .	car
A man in orange waves then mounts a pommel [MASK] .	horse
The man spins around and around on the pommel [MASK] .	horse
A man on the right takes a/an [MASK] .	photo
The man swings one [MASK] at a time .	leg
The man does a/an [MASK] then dismounts .	handstand
The man walks away as another [MASK] to the pommel horse .	walks
The [MASK] screens are shown and the video ends .	end
The army grab his/her/their/its/your/my [MASK] guns on the table and loaded them with paint balls .	paint
A girl is dressed in a pink and black outfit talking in a room laying on a blue [MASK] mat .	yoga
The lady then lays on her back and puts her hand across his/her/their/its/your/my [MASK] .	chest
Before she begins , she talks about her stomach and how to put your hands behind his/her/their/its/your/my [MASK] the correct way .	neck
Finally , she does about four crunches and shows that your head should be up and as well as his/her/their/its/your/my [MASK] before she finishes her crunches .	body
Pieces of [MASK] are wrapped around the tips of fingers around the nails .	taper
Different shades of nail polish are applied to a/an [MASK] pad then dabbed on the finger nails .	foam
A clear [MASK] is coating is applied onto the nails .	coating
The tape is removed and the edges are cleaned up with nail polish remover [MASK] .	solution
A/An [MASK] work out in a cardio machine pulling a handle in a gym .	woman
A/An [MASK] enters the gym .	person
Then someone grabs the [MASK] on the camel to guide the camel to the right place .	rope
Finally the man pulls the [MASK] the man is sitting on while the other 2 camels walk behind the camel in the front .	camel
A man picks up a bowling [MASK] and throws it down the lane at some pins .	ball
He falls onto the [MASK] .	ground
The [MASK] behind him applauds him .	audience
Several shots are shown of various snow boarders grinding down rails into [MASK] with one falling and hurting himself .	snow
More shots of people wiping out in the end are shown as well as people talking to one another in a/an [MASK] .	circle
A large [MASK] of people seen pulling a rope away from one another .	group
More games are shown of people playing tug of [MASK] .	war
A gymnast is seen standing ready with her arms up in the air in front of a large [MASK] .	crowd
The girl then jumps up onto a/an [MASK] and begins performing gymnastic tricks .	beam
The [MASK] continues flipping and spinning around and ends with her jumping off to the side .	girl
A young man runs and jumps over a bar onto a/an [MASK] multiple times .	mat
People run and walk around a/an [MASK] in the background .	track
The same young man then jumps over the bar using a springboard landing on the [MASK] several times .	mat
People walk around a field [MASK] near the track .	house
Several kids are driving bumper cars in a/an [MASK] at a fair .	group
The groups time runs out and all of the kids stand up and exit the bumper [MASK] area .	car
The kids all go down the stairs and back to the fair [MASK] .	area
There are lots of people of all ages around doing different things at the [MASK] .	fair
Shooting targets are shown on the [MASK] .	grass
A man uses a/an [MASK] and arrow to hit the targets .	bow
Words are shown on the [MASK] .	screen
A man shoots a/an [MASK] behind a pile of sticks .	bow
A young [MASK] is seen standing behind a set of drums and then begins playing the drums .	child
The boys continues playing on the drums and ends with him kissing his fingers and giving a/an [MASK] sign .	peace
There are people in a garage standing around a long [MASK] table that has a lot of red solo cups on it .	wooden
They all start throwing ping pong balls in attempt to get them to land in a red solo [MASK] .	cup
Suddenly , one of them falls backwards into the table and the [MASK] falls .	table
All the men start laughing , pull the table off of the man , and only one of the men go to help the [MASK] up .	person
A man is seen interviewing another man on [MASK] and leads into several groups of people playing shuffle board .	camera
The camera pans back to the man being interviewed and ends with the host having one final word to the [MASK] .	camera
Two woman are outdoors outside of a building and are playing [MASK] on cemented ground .	hopscotch
There is white text on the [MASK] .	screen
The younger woman in shorts jumps on the squares and an older woman wearing a/an [MASK] also jumps on the squares .	dress
The young [MASK] falls over .	girl
The older [MASK] walks and celebrates raising her arms .	woman
The two [MASK] at the camera and give a thumbs up .	look
A close up of [MASK] is seen and leads into a woman speaking to the camera and cutting up a piece of bread .	subway
The [MASK] then lays out various ingredients on the bread and rolls it up in a wrap .	woman
Several pictures are then shown in the end of the [MASK] all ready and people enjoying the sandwich .	sandwich
A man is standing inside a/an [MASK] .	gym
He jumps on and off an exercise stepper , [MASK] to back and side to side .	front
A man is seen in the ocean on a surf [MASK] .	board
The man glides towards an on coming [MASK] .	wave
The man then jumps over the [MASK] .	wave
The man then rides the [MASK] of a new wave .	inside
Two sumo wrestlers are shown on a/an [MASK] with hundreds of people watching in the back taking pictures .	set
The [MASK] continues to show several different athletes fighting in a ring and pulling the other down within a matter of seconds .	video
Two people are seen speaking to the camera and leads into the man peel a/an [MASK] and scoping out the sides .	pear
The man then cuts the [MASK] and presents it onto a plate while still speaking to the camera .	fruit
A group of [MASK] friends are in the bathroom talking and having fun daring on of the boys to shave his leg .	guy
The camera pans over to the boy 's leg showing one of his friends shaving the hair off his/her/their/its/your/my [MASK] with an electric razor .	leg
People are standing on a blue [MASK] .	mat
They begin doing a cheerleading [MASK] on the mat .	routine
They hold up signs in [MASK] of the mat .	front
A/An [MASK] is in the living room I 'm trying to get out after being snowed in .	family
A man opens the door and tries to jump over the snow that is in the [MASK] .	way
He gets stuck in the [MASK] and his family tries to help him get out .	snow
Once he gets out he throws them a/an [MASK] to shovel the snow on the floor .	shovel
The video ends with the credits shown on the [MASK] .	screen
People are floating down a/an [MASK] in rafts .	river
We then see people getting rafts at a/an [MASK] .	building
A man is in a boat people floating in a/an [MASK] .	raft
A bus sits in [MASK] of the rafting facility and men stack rafts as other men walk with their rafts .	front
A man and a/an [MASK] are floating down the river in separate rafts .	woman
We see a lady and two men standing in a/an [MASK] .	lake
The lady then jet [MASK] .	skis
We see the head of the person on the [MASK] on the left bob in and out of the shot .	boat
The boat turns and we no longer see [MASK] in the background .	land
The lady falls off the [MASK] .	ski
A man walks over to help the lady in the [MASK] .	lake
At the fair the [MASK] cars are being used .	bumper
A/An [MASK] of different people are riding around bumping into each other .	bunch
This is innocent fun during summer nights when you 're bored and the [MASK] is in town .	fair
A man and woman [MASK] rock paper scissors .	play
The [MASK] wins and smiles .	woman
The [MASK] puts a blind fold on .	woman
The woman gives the man a/an [MASK] .	hug
A young girl is seen talking to the camera and leads into her browsing the [MASK] then raking up leads in a yard .	internet
The girl is then seen sitting in the leaves and transitions into speaking with her mother in the [MASK] .	kitchen
She is shown speaking to the [MASK] one more time and ends with various pictures of kids .	camera
A large [MASK] houses many people .	arena
Poles are set up in the [MASK] .	arena
A man is brushing the [MASK] of a ski .	bottom
He melts wax onto the [MASK] of the ski and irons it .	bottom
He then scrapes the [MASK] off with a tool .	wax
He uses a/an [MASK] to brush the bottom of the ski .	brush
An athlete is shown warming up in [MASK] of a pole while several others in the background run around a track .	front
The man eventually prepares for his/her/their/its/your/my [MASK] and jumps over the pole .	jump
A lady stands with a pot and shows an area of a/an [MASK] .	wall
The wall is cleaned with a wet towel using the [MASK] in the pot .	solution
The lady points to an area of the [MASK] that is discolored .	wall
An image is shown of a/an [MASK] cover that leads into a young man playing a harmonica slowly .	album
The man rocks back and fourth to the song and interments between pictures of a/an [MASK] and himself playing .	band
man is standing in [MASK] of a counter showing how to sharpening a knife .	front
in the background man is cooking in the back [MASK] .	counter
man is explaining and checking the areas of the [MASK] .	knife
Three wrestlers were in the ring and crowd [MASK] intently .	iswatching
One [MASK] named , East of Angeles , back away and climb the ladder .	wrestler
Another wrestler , TandumisGreat , gets up and starts climbing the other [MASK] of the ladder .	side
They started hitting each other on [MASK] of the ladder .	top
TandumisGreat climb on the [MASK] of East of Angeles and they both fall off the ladder , knocking East of Angeles .	back
TandumISGReat climbs once again on the top of the ladder and holds the hanging [MASK] bank .	money
Various shots are shown of large crowd celebrating in the [MASK] and people riding motorcycles around .	distance
The people continue riding around in slow [MASK] as the camera captures their movements .	motion
A cartoon [MASK] is shown with various hands and lobsters and demonstrating how to play rock paper scissors .	animation
More [MASK] is shown as well as hands and animals and shows steps on how to play the game .	text
We see an animated opening [MASK] .	sequence
We see men riding snowboards on a ski [MASK] .	slope
We see a man riding on the back part of the [MASK] .	snowboard
We see a person in a bright pink [MASK] .	jacket
A man is snowboarding with [MASK] arms .	bare
Another man with no [MASK] on is snowboarding .	coat
We see the ending [MASK] .	sequence
A woman is seen riding off a bull when the [MASK] knocks her off and others run in to help .	bull
Several more people are shown attempting to taunt the [MASK] and end by getting hurt and others helping .	bull
A hand knocks over a red [MASK] cup and wastes the liquid inside .	plastic
A/An [MASK] reaches for a ball that rolls under a table .	male
A plastic cup has a white suspension [MASK] .	inside
A man [MASK] and machine carves a wooden board .	welds
A/An [MASK] carries a lady as they gesture and cheer .	guy
A counter is shown with [MASK] cans on it .	beer
A man is in a/an [MASK] , using a toilet .	bathroom
He flushes , then smiles and talks to the [MASK] .	camera
The skier adjusts the rope with his red and black skis extending in [MASK] of him over the water as he prepares to ski .	front
The boat pulls him off the dock and into the [MASK] as he rests upright , his skis out in front of him .	water
As the boat picks up [MASK] , the skier rises , and holds onto the rope , steering left and right .	speed
He just seems to miss a buoy as he cuts through [MASK] and the boat 's wake .	water
The [MASK] turns towards the land with large buildings coming into view , and slowly he is taken back to the dock .	boat
A small group of children are seen playing hand games with one another and finally hitting the [MASK] on the head with a bottle .	loser
The kids continue to play the hand [MASK] with one another that leads into the beating another with a bottle .	game
A/An [MASK] is laying on its back on the couch .	cat
A person picks up the [MASK] and lays it on their lap .	cat
Several shots of people are shown in water as well as landscapes around an island and people riding and moving around a/an [MASK] .	boat
More shots of people scuba diving are shown as well as fish [MASK] around and people in the ocean .	swimming
In the end the camera shows several shots of the boat and people moving away on a smaller [MASK] .	boat
A/An [MASK] of kids are seen practicing various cheer leading moves in a gym as well as woman speaking to the camera .	group
Several shots are shown of the [MASK] 's outfits as well as them demonstrating moves .	girl
A man is seen speaking to the camera and leads into clips of him climbing along a/an [MASK] .	wall
The man continues climbing along the rock [MASK] and ends by looking back to the camera .	wall
A backyard is shown as a man sitting on an electric [MASK] mower begins to cut the grass .	lawn
He makes it to the other [MASK] but then starts to run into the tree .	side
After , he back up , runs into the [MASK] again and cuts around it .	tree
A/An [MASK] comes out of the gate at a rodeo and man in the ring jumps on then off his back .	bull
The man picks up his fallen [MASK] in the ring .	hat
The man runs around dodging the charging [MASK] .	bull
The man drops his/her/their/its/your/my [MASK] in the ring .	hat
The man jumps on the wall to avoid the [MASK] .	bull
Another man opens the gate and calls to the bull to enter the [MASK] .	pin
We see people doing a dance [MASK] in a basketball court .	routine
The people wave their hands in the [MASK] .	air
The [MASK] pans left to show others .	camera
The [MASK] pans right and we see others .	camera
The lades stand still and wave their arms in the [MASK] .	air
The [MASK] pans down to the ground .	camera
[MASK] is running on the beach towards so sand castle competitions .	Someone
A dog [MASK] in some sand dirt and is so happy about it .	jumps
There are so many awesome and different things being made out of [MASK] , it looks like it takes a lot of time and energy .	sand
A few pictures of a high school field [MASK] team are shown .	hockey
Two teams of young girls are playing field [MASK] .	hockey
The [MASK] is shown falling to the ground while making a save .	goalie
The goalie makes another sliding [MASK] .	save
The [MASK] kicks the ball away from the net .	goalie
The [MASK] ends and the girls give high fives .	game
A man is standing outside in his front lawn with his/her/their/its/your/my [MASK] .	mower
He talks about different lengths of grass for a while and then bends down to his/her/their/its/your/my [MASK] .	mower
He uses a ruler to show more detailed and then moves the mower to the [MASK] to talk some more .	sidewalk
He starts mowing his lawn finally going up and down the [MASK] .	lawn
A towel and [MASK] are on a table next to a piece of foam and metal .	glass
A/An [MASK] is being shown by a man holding it .	tool
The metal is used to sharpen a knife in [MASK] of him .	front
A person with a white mask and a/an [MASK] over his head walks back from the camera and grabs a pumpkin .	sheet
The min then starts to carve the pumpkin and takes out the [MASK] sees .	pumpkin
When they are all cleaned and taken out and placed in the [MASK] as the man takes a sip of alcohol .	oven
This is a/an [MASK] on horseback riding .	documentary
They explain the power , thrill , fun , [MASK] , flying , friends , freedom , and love of horseback riding .	grace
They then show the difficulties of [MASK] horses , the dangers of riding them , and the downside of competition .	training
Then they show the highlights of competitive [MASK] .	riding
A small child is seen standing before a/an [MASK] of monkey bars .	set
The boy then pushes himself along across the [MASK] bars .	monkey
He jumps down in the end and begins walking across a/an [MASK] .	bridge
A large [MASK] is shown sailing through ocean water .	boat
A man in scuba gear climbs over the [MASK] .	side
He works on pulling a large [MASK] into the boat , trying not to capsize .	bag
A/An [MASK] is hanging from a tree , and a woman brings a girl with a stick over to it .	pinata
She helps her whack the [MASK] several times .	pinata
A/An [MASK] screen appears that include a logo and the words `` Expert Village Presents '' .	intro
A/An [MASK] is now sitting and talking while holding a clarinet .	woman
The [MASK] then puts the clarinet to her mouth and begins playing for a few seconds .	woman
The woman stops playing and resumes talking and using a/an [MASK] of hand motioning , then resumes playing .	lot
The [MASK] once again stops playing and begins talking while using her hands a lot and holding it in front of her face and etc .	woman
The woman begins playing once more until the outro of a white screen appears and it include a logo , and information for : copyright , rights and [MASK] .	website
Various shots of windersurfers are shown on a large [MASK] of water with several people swimming off in the distance .	body
The [MASK] boarders ride back and fourth past each other and perform several tricks .	wake
The ride close to shore doing tricks one at a/an [MASK] .	time
A man in gray long sleeves talks in a/an [MASK] of Ultimate Guinness World Records .	stage
A young table tennis player is standing in [MASK] of table with spectators behind her .	front
Two players play table [MASK] and continue playing for a minute and record 173 hits .	tennis
The play is reviewed and the young [MASK] was introduced as Ai Fukuhara , with a record of most table tennis counter hits .	player
The man in [MASK] talks again while walking around the stage .	stage
A woman is holding onto a wind [MASK] in the water .	surfboard
She steps onto the [MASK] and starts wind surfing .	board
She holds onto the [MASK] of the wind surf .	kite
A large group of people are shown performing a/an [MASK] routine together with one woman leading in front .	dance
The people continue moving their arms and legs around together to move their bodies and obtain [MASK] .	exercise
A man talks to the audience while seated on [MASK] before a performance .	stage
A man plays the keys of an accordion while opening and closing the [MASK] box .	air
The man sings a few verses loudly with [MASK] .	excitement
The man finishes the song and gathers up his notes from the [MASK] .	podium
There is a/an [MASK] of players playing hurling in an outdoor field .	team
A/An [MASK] named Donal Cusack explains what hurling is and what is comprises of .	person
The team players are playing a game of hurling with their bats as they try to hit the [MASK] into the goal .	ball
The lady sat at the center of the studio with her wet [MASK] , she put a white cream on her hand then rub it on her hair .	hair
She styled his/her/their/its/your/my [MASK] by brushing and combing it to give more volume .	hair
Several people are seen sitting in tubes at the [MASK] of a hill .	top
The men speak to one another while one [MASK] in .	climbs
The men all finally ride down the hill together while getting out in the [MASK] and laughing with one another .	end
A male toddler is sitting on the floor near a female toddler and they are playing miniature floor [MASK] .	foosball
The young male takes his hand and reaches inside to grab the soccer [MASK] .	ball
As they keep playing , a set of feet appear and hold down the end of the [MASK] .	board
Once they are removed , the two kids continue playing the [MASK] and moving the handles on the bars .	game
The camera then zooms in on the [MASK] and then the girl expressing their emotions .	boy
Each of them continues to play and adjust their body [MASK] as they become more focused .	position
A goal is finally made and the girl goes into the [MASK] and picks the ball out .	goal
A/An [MASK] of surfers are on their boards surfing waves .	group
Two surfers surf close to each other and are knocked down by a/an [MASK] .	wave
A surfer is casually swimming when a/an [MASK] crashes straight into him .	wave
A surfer attempts to surf but is quickly thrown off his/her/their/its/your/my [MASK] by a wave .	board
A little [MASK] is playing with a toy hair dryer .	girl
She continues playing with the [MASK] hair dryer and talking .	toy
She picks up a/an [MASK] curler and sets it down on the desk in front of her .	toy
Two people are skiing , holding a/an [MASK] .	rope
Waves are opened in his/her/their/its/your/my [MASK] .	crest
They move under a small [MASK] .	bridge
The [MASK] in green bends over .	boy
The [MASK] in green zooms out to the side .	boy
The boy moves to the side of the boat and then flips over the second [MASK] .	skier
The boy leans back on his board and flips back over the other [MASK] .	skier
The [MASK] in green swings out again and flips over the skier giving him a high five .	boy
The two skiers have a/an [MASK] while riding .	conversation
Both skiers swing out and swing to the other side of the [MASK] .	boat
A/An [MASK] does a dance with a hulahoop .	woman
She throws it up , catches it , and dances around the [MASK] .	room
A young man puts cement to the [MASK] and even with a flat tool .	ceiling
The man puts cement on the empty spaces and strokes with the [MASK] to even the ceiling .	tool
Dirt bikes [MASK] across a bumpy track .	race
A rider falls off his/her/their/its/your/my [MASK] and a trailing bike hits him and knocks him back to the ground .	bike
The words `` 2014 FIM MOTOCROSS WORLD CHAMPIONSHIP MXGP '' appear on [MASK] followed by social links .	screen
A view of a very large diving platform with different heights is shown and people around the [MASK] are walking .	pool
A/An [MASK] on one of the platforms dive into the pool .	person
The diver hitting the [MASK] causes a small splash .	pool
A/An [MASK] is driving down a road with passengers .	car
The men gather on a bridge , adorning [MASK] .	equipment
A man in a gorilla [MASK] walks along the bridge .	costume
The men take turns bungee jumping from the [MASK] .	bridge
The people wave as they drive away , then are shown posing for a/an [MASK] .	picture
A/An [MASK] is talking and is excited .	woman
She pulls out a/an [MASK] sweater to iron .	pink
She irons the pink [MASK] .	sweater
Several different intros eventually leads into two men pointing on a field and getting ready for [MASK] .	paintball
Then the men run throughout the [MASK] and attack each other with paintball guns .	field
They run through the field quickly and attack one another using the [MASK] gun .	paint
A man is seen speaking to the camera in a large [MASK] while holding a lacrosse stick .	field
He points to himself while holding up the [MASK] and continues to speak to the camera and how to properly hold the stick .	stick
A/An [MASK] swings her stick away at a pinata .	girl
A/An [MASK] of people watch her from behind and cheer her on .	group
She continues to swing away at the pinata and the [MASK] moves back and fourth in the wind .	object
A/An [MASK] pans around a large gymnasium and leads into two performers walking to the middle of the stage .	camera
The girls perform a dance routine use batons and [MASK] by holding a pose .	end
A large group of people are seen playing a tug of war match with one another and pulling onto a/an [MASK] against one another .	rope
The people continue playing with one another and ends with one team winning and the crowd [MASK] .	cheering
A man is seen jogging on the side of the [MASK] as well as speaking to the camera .	road
Clips are shown of him warming up on the [MASK] and running up along mountainsides .	side
He continues speaking to the camera while running around a/an [MASK] and people showing off his movements .	neighborhood
A/An [MASK] chef is demonstrating how to make restaurant style pasta .	woman
She begins with adding spaghetti in a large pot of boiling [MASK] .	water
She sautes chopped onions and some Italian dressing along with garlic on a/an [MASK] .	saucepan
She then adds a cup of [MASK] tomatoes .	grape
She checks the [MASK] for it 's softness .	pasta
She removes the cooked pasta off of the [MASK] and pours it into a plate .	gas
Then she adds the cooked sauce right over the [MASK] .	pasta
She chops fresh basil with a pair of scissors and garnishes it over the [MASK] along with some cheese Then she shows an Alfredo sauce recipe .	pasta
She sprinkles grated Parmesan cheese over the Alfredo [MASK] to finish off .	pasta
A close up of food is shown followed by a/an [MASK] putting various ingredients into a mug .	person
They mix around the ingredients , put the mug in the microwave , and take it out in the [MASK] showing off the cake .	end
A large multilayer red velvet cake is shown , along with the [MASK] of ingredients .	multitude
A hand turns on an oven , before mixing the ingredients together in a/an [MASK] .	bowl
[MASK] , some random tidbits and facts are shared .	Throughout
A man is on a stage amongst bright flashing lights and [MASK] .	music
He is quickly playing a/an [MASK] for the audience .	violin
He pauses to dance , then goes back to playing as they clap and [MASK] .	cheer
There are two women dressed in black and blue tank tops demonstrating how to use the hula [MASK] .	hoop
They both begin spinning with blue and silver [MASK] hoops .	hula
They are in a spacious room with little [MASK] and hardwood floors .	furniture
The woman in the blue [MASK] top shows how to hula hoop in fast motion .	tank
Then both the women show how to twirl the [MASK] by raising it high up above their heads .	hoop
They bend their backs to lower themselves down as the continue to hula [MASK] .	hoop
They talk to each other as they share tips about ways to hula [MASK] .	hoop
The men are taking turns chopping a/an [MASK] in two .	log
The [MASK] over and over again .	chop
The [MASK] breaks in two .	log
A man stands in [MASK] of a set of pull up and double bars at a park .	front
The man does shoulder dips on the [MASK] of parallel bars .	set
The man walks back up in front of the [MASK] after the routine .	equipment
A close up of a/an [MASK] is shown followed by a man walking into frames with tools and beginning to cut the hedge .	hedge
The man continues cutting all along the hedge while moving in and out of [MASK] .	frame
We see a man in a yard raking with a title on the [MASK] .	screen
We see a tree [MASK] and leaves falling .	trunk
We see the man talking and see the [MASK] as he rakes .	yard
We then see the man as he blows it with a leaf blower and a/an [MASK] .	vacuum
Several images of dogs are shown outside in the [MASK] .	field
A young woman then appears in a grassy field and play with his/her/their/its/your/my [MASK] and throwing a red Frisbee to him .	dog
A young [MASK] kneels outside and washes his face and hands from small dishes , in front of him , filled with water and soap .	boy
A/An [MASK] kneels in a corner of an outdoor patio in front of a row of bowls .	boy
The boy splashes [MASK] on his face and lathers his hands with soapy water from the dishes .	water
The boy continues washing his face as a woman in a light colored dress [MASK] walks past him .	garment
A/An [MASK] uses a leaf blows and blows leafs .	person
The dog runs to the [MASK] and out of the path .	right
The dog runs back and fort in [MASK] of the leaf blower .	front
A/An [MASK] 's hands are seen at a poker table grabbing cards while another deals .	person
The [MASK] continuously throws out cards while also putting chips in .	dealer
The [MASK] playing does the same several times .	person
An intro leads into a horse tied up to a calf with a man roping a/an [MASK] around the animal .	rope
A man is then shown being interviewed on camera as well as an other [MASK] beside him .	woman
A man wearing a ghost shirt is playing a game of beer [MASK] .	pong
A group of men are all seen standing around one another on a/an [MASK] while speaking and laughing to one another .	beach
Then men the begin putting sunscreen on one another down a/an [MASK] .	line
A tall building is shown with a/an [MASK] .	tower
People are applauding for people that are jumping off of the top of the [MASK] .	building
A/An [MASK] wraps several Christmas gifts .	woman
A woman smiles and cuts a wrapping paper with a/an [MASK] .	scissor
The woman places a teddy [MASK] in a bowl .	bear
A/An [MASK] puts two crystal presents in a white and pink box .	woman
A woman holds up a covered gift wrapped in silver wrapping [MASK] .	paper
A woman places a jewelry [MASK] in a box .	box
The woman presents a gold [MASK] .	bowl
The [MASK] holds out stacked , wrapped gifts with her hands .	woman
The woman blows [MASK] papers from the palm of her hand .	glitter
The [MASK] of the clips is introduced and displayed on the screen .	sponsor
There 's a man wearing a white graphic shirt , sitting with bongo drums drumming a/an [MASK] on the drums .	beat
He is wearing headphones as he drums a/an [MASK] on the drums .	beat
After a while he changes the [MASK] after pausing for a little time .	beat
Then continues playing another [MASK] on the drums .	beat
Then he stops for a little [MASK] and rearranges the drums to play again .	bit
Another [MASK] is drumming beats on an electrical drum set that has several drums .	person
A man is seen walking over to a young girl who stands on a/an [MASK] and begins performing martial arts .	stage
She performs several flips and tricks and bows to a man in the [MASK] while everyone claps for her .	end
The man in black [MASK] and blue jeans is rolling an old red carpet and vacuum the floor .	shirt
An intro leads into a/an [MASK] panning around various snow locations with people moving and plows moving .	camera
The [MASK] shows several different people stretching and warming up followed by two people falling over and standing up .	camera
Several clips are shown of snow boarders doing tricks on a/an [MASK] as well as jumps and grinds .	mountain
a big [MASK] is in a table .	burguer
woman is talking to the camera sanding i [MASK] of a wall with a lot of wallpapers .	front
An intro of text leads into several clips of athletes throwing javelins off into the [MASK] .	distance
The [MASK] continues with several more athletes being shown performing impressive throws with the Javelin .	video
A man in a red [MASK] is talking on a hockey rink .	jacket
Several people start playing [MASK] on the ice .	hockey
He gives another [MASK] a hug .	player
man is riding a/an [MASK] in a dusty path inside a dome .	motorbike
motorbikes are riding bikes doing motocross in a field inside a/an [MASK] .	dome
people are in bikes in a/an [MASK] .	competition
A man stands next to a pile of wood [MASK] tools on his shoulders .	holding
The man uses a large [MASK] to chop logs standing upright in a grassy forested area area .	ax
Two men are playing ping pong together , one guy is wearing a black suit , the guy in the black suit has a unique [MASK] .	style
The man in the black [MASK] spikes the ping pong ball and celebrates .	suit
The camera scene switches to show the players from another perspective , the player in the black suit makes another [MASK] on the ball .	spike
Now two players proceed to play the player in the black suit at once , he spiked the [MASK] on both players .	ball
A final [MASK] arrives and walks towards him .	challenger
The challenger spikes the [MASK] so hard it kills him .	ball
Two people front to front push [MASK] on the floor with a stick in a gym .	discs
A man pass on [MASK] a clock .	front
Two men are standing on a field behind a/an [MASK] of houses .	row
One swings a bat and runs onto the [MASK] , chasing a ball .	field
The ball is thrown back to the [MASK] , and he continues the game of cricket with his team mates .	batter
The [MASK] of the video shows how to play foosball .	topic
It begins with a/an [MASK] screen .	title
Then a clip is shown of a little boy who puts a ball shaped like an eyeball on a foosball [MASK] .	table
A/An [MASK] with words shows up .	screen
Then , a/an [MASK] is shown of two boys playing with the foosball table , one of whom is reading a magazine while playing .	clip
Several additional clips appear showing the boys playing [MASK] in different ways .	foosball
The [MASK] ends with one of the boys falling asleep while playing .	video
A/An [MASK] of kids poses with the arms in the air .	group
Another [MASK] of kids poses holding up peace signs .	group
A third [MASK] of kids poses with their arms around each other .	group
A fourth [MASK] of kids poses with their mouths open .	group
A fifth [MASK] of kids poses smiling .	group
A/An [MASK] of kids stands on a line in a gym .	group
A girl flips across the [MASK] .	gym
A young [MASK] bounces a dodge ball .	boy
A group of kids in blue all run toward the [MASK] of the gym .	center
A young boy aims a dodge ball at a/an [MASK] of kids on the opposite side of the gym and throws the ball hitting one of them .	group
A young [MASK] in blue celebrates .	boy
Another older boy in blue throws a dodge [MASK] .	ball
A little boy runs to the [MASK] holding two balls and throws one of them .	line
A boy in blue throws a/an [MASK] while a boy behind him runs .	ball
A boy in pink throws a/an [MASK] .	ball
A young boy in white dips down and a/an [MASK] flies over his head .	ball
A boy in [MASK] and then a girl in pink throw a ball .	pink
several kids in white [MASK] .	celebrate
A group of kids runs toward the [MASK] of the gym .	center
The white team plays and a very young player throws the [MASK] .	ball
A boy in green throws the ball and the blue [MASK] runs to throw several balls back .	team
Another boy and girl run and throw a/an [MASK] at the same time .	ball
A boy in white throws a/an [MASK] .	ball
A group of adults stands on the line on the gym [MASK] .	floor
The adults play do0dge [MASK] .	ball
A/An [MASK] of kids and adults hold up trophy 's and wave .	group
A teen [MASK] down a road while turning around and spinning .	skateboard
Another youth skateboard on the [MASK] while making turns .	road
A/An [MASK] holds a skateboard on his hand .	boy
A young man [MASK] until a busy street , then the teen continue skateboarding .	skateboard
A man puts on paintball [MASK] in a mirror grabs his gun and runs through the snow .	gear
Men duck behind trees , plywood walls and fences on a paintball [MASK] .	field
Men [MASK] back and forth at each other .	shoot
Men run and duck looking for a/an [MASK] to hide .	place
The men sit on either [MASK] of the wall looking for each other then stand up and face each other .	side
A man talks in front of a paintball park [MASK] .	sign
Several bikes are in a/an [MASK] lined up .	shop
We see people looking at the bikes , and a large [MASK] containing one .	box
A man opens the [MASK] and removes the bike , He shows the pieces to the camera .	box
Ehow and Style are on the [MASK] .	screen
A woman is standing at a table with a shoe and a can of [MASK] .	hairspray
The woman sprays hairspray on a scuff mark on the shoe and takes a/an [MASK] tip and rubs the scuff mark out .	cotton
The scuff mark is gone and she talks to the [MASK] .	camera
The video ends with a/an [MASK] promo .	ehow
A group of men are standing a field and a man rolls a red [MASK] to the other team and it is kicked out .	ball
After , the team switches and continue to play games of [MASK] .	kickball
Now two more teams approach and the captains play Rock , Paper , Scissor to determine who will start the [MASK] .	game
The [MASK] loses and the men begin to play kicking the ball and running to the bases .	woman
A man walks alongside a/an [MASK] who is mowing the lawn .	boy
He instructs the boy on how to turn the [MASK] and go around a small tree .	mower
He continues walking and guiding the [MASK] .	boy
A woman holding a/an [MASK] undoes curlers from the dolls hair .	doll
The woman shoes off the dolls [MASK] .	hair
The woman turns the [MASK] around to show off the back of the dolls head .	doll
The [MASK] continues to show off the dolls hair .	woman
We see a bartender behind a bar add [MASK] to a glass .	ice
The man pours three liquors into a/an [MASK] and shakes it up .	glass
The man pours it in a glass and adds [MASK] .	soda
The man squeezes a/an [MASK] , stirs in the glass and transfers it to a smaller glass .	lemon
The man adds a/an [MASK] and presents the glass to us .	straw
A man is seen speaking to the camera while holding sponge and a sander in each [MASK] .	hand
The man then wets the sander and uses it along a/an [MASK] of skis .	set
He guides it along the [MASK] and stops to speak to the camera and smile .	ski
